ID,description,endDate,format,function,name,sourceRecordLink,startDate,type,warning
UNSW_GALLERIES_Ex_00095,"The German term nihilartikel describes intentional errors or fictitious entries in reference works such as dictionaries, encyclopedias, maps, and directories, made to identify copies. For Pluta, the idea that the term itself could be a hoax and that fictional items might reside in a volume of perceived knowledge is a way of grappling with concepts of authenticity, knowledge-making, photographic representation and the mediation of scientific artefacts through art. Pluta's engagement with specific sites and collected ephemera tries to undermine the very nature of such knowledge structures and image-making driven by pursuits to understand phenomena and natural forces. This exhibition was hosted at Watt Space Gallery with UNSW Galleries.",2022-11-05,,,Izabela Pluta: Nihilartikel,https://www.artdesign.unsw.edu.au/unsw-galleries/izabela-pluta-nihilartikel-1,2022-09-14,Exhibition,
UNSW_GALLERIES_Ex_00096,"‘exploring giant molecules’ is the largest exhibition to date of Australian artist Sandra Selig, bringing together key examples of her interdisciplinary projects from the past two decades. This exhibition was hosted at UNSW Galleries.",2022-11-20,,,Sandra Selig: exploring giant molecules,https://www.artdesign.unsw.edu.au/unsw-galleries/sandra-selig,2022-08-27,Exhibition,
UNSW_GALLERIES_Ex_00097,"‘A MURRIALITY’ is the first survey of renowned Waanyi artist Gordon Hookey, charting three decades of practice where artmaking and activism fuse. This exhibition was hosted at UNSW Galleries.",2022-10-02,,,Gordon Hookey: A MURRIALITY,https://www.artdesign.unsw.edu.au/unsw-galleries/gordon-hookey-murriality,2022-07-30,Exhibition,
UNSW_GALLERIES_Ex_00098,"Zanny Begg is an Australian artist and filmmaker interested in contested histories. ‘These Stories Will Be Different’ brings together three of the artist's most significant video installations, including The City of Ladies (with Elise McLeod) 2017, The Beehive 2018, and Stories of Kannagi 2019. Between them, these works reimagine a medieval feminist utopia, probe the unsolved murder of a high-profile anti-gentrification campaigner and explore the connections between love, loss, and language in diasporic communities. This exhibition was hosted at Wagga Wagga Art Gallery with UNSW Galleries.",2022-09-18,,,Zanny Begg: These Stories Will be Different,https://www.artdesign.unsw.edu.au/unsw-galleries/zanny-begg-these-stories-will-be-different-3,2022-07-23,Exhibition,
UNSW_GALLERIES_Ex_00099,"Tieu’s new body of work moves away from wearable form and into architecturally described objects. 'Objects In-between' explores notions of hybridity as a third cultural space informed by her experience negotiating multiple cultures, and how objects can shape and reflect identity. The five rectangular prisms in the series are formed from intersecting plant-based motifs made from semi-transparent metal alloys. The motifs are charged with meaning through the process of hand manipulation, defragmentation, and reassembling, resulting in a visual language that expresses ideas of interceptions, transgression, and intercultural negotiations. This exhibition was hosted at UNSW Galleries.",2022-08-14,,,Bic Tieu: Objects In-between,https://www.artdesign.unsw.edu.au/unsw-galleries/bic-tieu-objects-in-between,2022-06-18,Exhibition,
UNSW_GALLERIES_Ex_00100,"The exhibition comprises annotated drawings of historical jewellery objects and expresses the early cosmopolitanism of Sri Lanka. The drawings document traditional bridal regalia from the Kandy region influenced by Portuguese, Dutch and British settlement, and trade. It also incorporates mediaeval 18th century Sri Lankan techniques that manifest subtle details, abstraction, and symmetricity in form. The collection is presented as an archive that counters the dispersal of the country’s antique jewellery by developing contemporary interpretations through necklace designs commemorating the cosmopolitan history of the island. This exhibition was hosted at UNSW Galleries.",2022-08-14,,,Inoka Samarasekara: The Tangled Jewelled Maze,https://www.artdesign.unsw.edu.au/unsw-galleries/inoka-samarasekara-tangled-jewelled-maze,2022-06-18,Exhibition,
UNSW_GALLERIES_Ex_00101,"This collaborative project by Australian weaver Liz Williamson explores local colour, cultural connections, and shared weaving traditions. It extends from Williamson’s research into experiments with Australian natural dye plants and unique colours extracted from locally sourced plants. The project features 100 panels woven by Williamson with fabric dyed by 60 collaborators with over 50 eucalypts species identified and sourced from over 50 locations. This exhibition was hosted at UNSW Galleries.",2022-08-14,,,Liz Williamson: Weaving Eucalypts Project,https://www.artdesign.unsw.edu.au/unsw-galleries/liz-williamson-weaving-eucalypts,2022-06-18,Exhibition,
UNSW_GALLERIES_Ex_00102,"Curated by renowned Indigenous artist, curator and researcher Brenda L Croft in collaboration with the Kalkaringi community, 'Still In My Mind' explores notions of home, community and country connected to the Gurindji Walk-Off. The exhibition incorporates photographs, an experimental video installation, newly commissioned history paintings, contemporary and historical prints and drawings, textiles and found objects, digital platforms and archives, in a richly diverse exhibition that reveals the way Gurindji community members maintain cultural practices and kinship connections to keep this history present. This exhibition was hosted at UNSW Galleries.",2022-08-21,,,"Still In My Mind: Gurindji Location, Experience and Visuality",https://www.artdesign.unsw.edu.au/unsw-galleries/still-my-mind-gurindji-location-experience-and-visuality-5,2022-06-10,Exhibition,
UNSW_GALLERIES_Ex_00103,"Zanny Begg is an Australian artist and filmmaker interested in contested histories. ‘These Stories Will Be Different’ brings together three of the artist's most significant video installations, including The City of Ladies (with Elise McLeod) 2017, The Beehive 2018, and Stories of Kannagi 2019. Between them, these works reimagine a medieval feminist utopia, probe the unsolved murder of a high-profile anti-gentrification campaigner and explore the connections between love, loss, and language in diasporic communities. This exhibition was hosted at Devonport Regional Gallery with UNSW Galleries.",2022-09-18,,,Zanny Begg: These Stories Will be Different,https://www.artdesign.unsw.edu.au/unsw-galleries/zanny-begg-these-stories-will-be-different-2,2022-06-04,Exhibition,
UNSW_GALLERIES_Ex_00104,"‘Pliable Planes: Expanded Textiles & Fibre Practices’ is a major exhibition drawing together practitioners who reimagine practices in textiles and fibre art. The project takes its title from a 1957 essay by Bauhaus artist Anni Albers that sought to rethink the use of weaving through an architectural lens and interpret textiles as fundamentally structural and endlessly mutable. Using this concept as a point of departure, the exhibition presents the work of contemporary practitioners experimenting with the boundaries of materiality, spatial fluidity, and process. This exhibition was hosted at UNSW Galleries.",2022-07-17,,,Pliable Planes: Expanded Textiles & Fibre Practices,https://www.artdesign.unsw.edu.au/unsw-galleries/pliable-planes,2022-04-29,Exhibition,
UNSW_GALLERIES_Ex_00105,"Zanny Begg is an Australian artist and filmmaker interested in contested histories. ‘These Stories Will Be Different’ brings together three of the artist's most significant video installations, including The City of Ladies (with Elise McLeod) 2017, The Beehive 2018, and Stories of Kannagi 2019. Between them, these works reimagine a medieval feminist utopia, probe the unsolved murder of a high-profile anti-gentrification campaigner and explore the connections between love, loss, and language in diasporic communities. This exhibition was hosted at Shoalhaven Regional Gallery with UNSW Galleries.",2022-05-28,,,Zanny Begg: These Stories Will be Different,https://www.artdesign.unsw.edu.au/unsw-galleries/zanny-begg-these-stories-will-be-different-1,2022-04-02,Exhibition,
UNSW_GALLERIES_Ex_00106,"‘Orisons’ brings together recent works by Western Australian artist Jacobus Capone that reflect on human and ecological fragility. The exhibition includes video, photography, and paintings documenting Capone’s performative actions and attempts to map connections between internalised experience and the world around us. This exhibition was hosted at UNSW Galleries.",2022-06-12,,,Jacobus Capone: Orisons,https://www.artdesign.unsw.edu.au/unsw-galleries/jacobus-capone-orisons,2022-03-12,Exhibition,
UNSW_GALLERIES_Ex_00107,"The German term nihilartikel describes intentional errors or fictitious entries in reference works such as dictionaries, encyclopedias, maps, and directories, made to identify copies. For Pluta, the idea that the term itself could be a hoax and that fictional items might reside in a volume of perceived knowledge is a way of grappling with concepts of authenticity, knowledge-making, photographic representation and the mediation of scientific artefacts through art. Pluta's engagement with specific sites and collected ephemera tries to undermine the very nature of such knowledge structures and image-making driven by pursuits to understand phenomena and natural forces. This exhibition was hosted at The University of Queensland Art Museum with UNSW Galleries.",2022-06-18,,,Izabela Pluta: Nihilartikel,https://www.artdesign.unsw.edu.au/unsw-galleries/izabela-pluta-nihilartikel-0,2022-02-18,Exhibition,
UNSW_GALLERIES_Ex_00108,"Zanny Begg is an Australian artist and filmmaker interested in contested histories. ‘These Stories Will Be Different’ brings together three of the artist's most significant video installations, including The City of Ladies (with Elise McLeod) 2017, The Beehive 2018, and Stories of Kannagi 2019. Between them, these works reimagine a medieval feminist utopia, probe the unsolved murder of a high-profile anti-gentrification campaigner and explore the connections between love, loss, and language in diasporic communities. This exhibition was hosted at Redland Art Gallery with UNSW Galleries.",2022-03-13,,,Zanny Begg: These Stories Will be Different,https://www.artdesign.unsw.edu.au/unsw-galleries/zanny-begg-these-stories-will-be-different-0,2022-01-30,Exhibition,
UNSW_GALLERIES_Ex_00109,"‘#117 (Survey)’ is Australian artist Elizabeth Pulie’s first survey exhibition, mapping 30 years of practice. The exhibition includes works from Pulie’s distinct, self-assigned conceptual projects: Decorative Paintings (1988–99), Relational Art (2002–06) and End of Art (2012–ongoing), alongside ancillary Interim Works (1997–2012). Arranged according to these projects, the exhibition abides by the frameworks set by Pulie in her ever-building thesis on art and, in so doing, illustrates her philosophical approach to practice. The survey itself is assigned a number within the End of Art project, interpreted by Pulie as a collaborative work between artist and curator, and an opportunity to examine the function of exhibition-making. This exhibition was hosted at UNSW Galleries.",2022-04-10,,,Elizabeth Pulie: #117 (Survey),https://www.artdesign.unsw.edu.au/unsw-galleries/elizabeth-pulie-survey,2022-01-15,Exhibition,
UNSW_GALLERIES_Ex_00110,"The German term nihilartikel describes intentional errors or fictitious entries in reference works such as dictionaries, encyclopedias, maps, and directories, made to identify copies. For Pluta, the idea that the term itself could be a hoax and that fictional items might reside in a volume of perceived knowledge is a way of grappling with concepts of authenticity, knowledge-making, photographic representation and the mediation of scientific artefacts through art. Pluta's engagement with specific sites and collected ephemera tries to undermine the very nature of such knowledge structures and image-making driven by pursuits to understand phenomena and natural forces. This exhibition was hosted at UNSW Galleries.",2022-03-06,,,Izabela Pluta: Nihilartikel,https://www.artdesign.unsw.edu.au/unsw-galleries/izabela-pluta-nihilartikel,2022-01-15,Exhibition,
UNSW_GALLERIES_Ex_00111,"Zanny Begg is an Australian artist and filmmaker interested in contested histories. ‘These Stories Will Be Different’ brings together three of the artist's most significant video installations, including The City of Ladies (with Elise McLeod) 2017, The Beehive 2018, and Stories of Kannagi 2019. Between them, these works reimagine a medieval feminist utopia, probe the unsolved murder of a high-profile anti-gentrification campaigner and explore the connections between love, loss, and language in diasporic communities. This exhibition was hosted at Plimsoll Gallery, University of Tasmania with UNSW Galleries.",2023-01-29,,,Zanny Begg: These Stories Will be Different,https://www.artdesign.unsw.edu.au/unsw-galleries/zanny-begg-these-stories-will-be-different,2022-12-10,Exhibition,
UNSW_GALLERIES_Ex_00112,"This collaborative project by Australian weaver Liz Williamson explores local colour, cultural connections, and shared weaving traditions. It extends from Williamson’s research into experiments with Australian natural dye plants and unique colours extracted from locally sourced plants. The project features 100 panels woven by Williamson with fabric dyed by 60 collaborators with over 50 eucalypts species identified and sourced from over 50 locations. This exhibition was hosted at Castlemaine Art Museum with UNSW Galleries.",2022-02-12,,,Liz Williamson: Weaving Eucalypts Project,https://www.artdesign.unsw.edu.au/unsw-galleries/liz-williamson-weaving-eucalypts-project,2022-09-15,Exhibition,
UNSW_GALLERIES_Ex_00113,"‘L’ombre de ton ombre (The shadow of your shadow)’ is the first major exhibition of the work of Paul Knight in Australia. Co-commissioned by UNSW Galleries and Monash University Art Museum, Melbourne this exhibition presents new and recent photographic, sculptural and machine learning works that engage the artist’s relationship with his partner as an index of time, invoking the intimate present alongside the deep past and near future. This exhibition was hosted at Monash University Museum of Art with UNSW Galleries.",2023-12-09,,,Paul Knight: L’ombre de ton ombre,https://www.artdesign.unsw.edu.au/unsw-galleries/paul-knight-l%E2%80%99ombre-de-ton-ombre-0,2023-10-07,Exhibition,
UNSW_GALLERIES_Ex_00114,"‘Turrangka…in the shadows’ surveys a decade of Tylor’s practice and, for the first time, brings together the most comprehensive selection of his unique daguerreotypes, expansive digital photographic series, hand-made Kaurna cultural objects, and furniture. The exhibition title is drawn from a Kaurna word, highlighting a significant ongoing aspect of Tylor’s practice: the learning and sharing of his Indigenous language. As well as shadow, turra also translates to reflection, image, and mirror. This exhibition was hosted at Centre for Contemporary Photography Melbourne with UNSW Galleries.",2023-11-17,,,James Tylor: Turrangka... in the shadows,https://www.artdesign.unsw.edu.au/unsw-galleries/james-tylor-turrangka-shadows,2023-09-22,Exhibition,
UNSW_GALLERIES_Ex_00115,"This collaborative project by Australian weaver Liz Williamson explores local colour, cultural connections, and shared weaving traditions. It extends from Williamson’s research into experiments with Australian natural dye plants and unique colours extracted from locally sourced plants. The project features 100 panels woven by Williamson with fabric dyed by 60 collaborators with over 50 eucalypts species identified and sourced from over 50 locations. This exhibition was hosted at Tamworth Regional Gallery with UNSW Galleries.",2023-10-15,,,Liz Williamson: Weaving Eucalypts Project,https://www.artdesign.unsw.edu.au/unsw-galleries/liz-williamson-weaving-eucalypts-project-0,2023-08-25,Exhibition,
UNSW_GALLERIES_Ex_00116,"Zanny Begg is an Australian artist and filmmaker interested in contested histories. ‘These Stories Will Be Different’ brings together three of the artist's most significant video installations, including The City of Ladies (with Elise McLeod) 2017, The Beehive 2018, and Stories of Kannagi 2019. Between them, these works reimagine a medieval feminist utopia, probe the unsolved murder of a high-profile anti-gentrification campaigner and explore the connections between love, loss, and language in diasporic communities.  This exhibition was hosted at Artspace Mackay with UNSW Galleries.",2023-11-12,,,Zanny Begg: These Stories Will be Different,https://www.artdesign.unsw.edu.au/unsw-galleries/zanny-begg-these-stories-will-be-different-7,2023-08-19,Exhibition,
UNSW_GALLERIES_Ex_00117,"The exhibition centres around History and Infinity 2022, a shelf-based installation of over 1000 glass and ceramic vases punctuated by paintings by other artists. The paintings refer to colonial history, modernism, postmodernism, paintings of paintings, creation stories, and references to 15th Century Flemish drapery and 18th Century French portraiture — a mash-up of ideas, places and approaches that form an unlikely connective tissue via Sequeira’s colour chart of vessels. This exhibition was hosted at UNSW Galleries.",2023-11-19,,,David Sequeira: History & Infinity,https://www.artdesign.unsw.edu.au/unsw-galleries/david-sequeira-history-infinity,2023-08-18,Exhibition,
UNSW_GALLERIES_Ex_00118,"‘Provenance’ is Renee So’s first major exhibition in Australia and continues a commitment to survey exhibitions that present the practices of Australia’s most exciting and innovative mid-career artists. This exhibition presents over a decade of Renee So’s artmaking and features a series of newly commissioned works. Brought together for the first time in Australia, where she grew up after migrating with her family from Hong Kong at a young age, the exhibition constructs one narrative among many through So’s evolving practice. This exhibition was hosted at UNSW Galleries.",2023-11-19,,,Renee So: Provenance,https://www.artdesign.unsw.edu.au/unsw-galleries/renee-so-provenance,2023-08-18,Exhibition,
UNSW_GALLERIES_Ex_00119,"‘Pliable Planes: Expanded Textiles & Fibre Practices’ is a major exhibition drawing together practitioners who reimagine practices in textiles and fibre art. The project takes its title from a 1957 essay by Bauhaus artist Anni Albers that sought to rethink the use of weaving through an architectural lens and interpret textiles as fundamentally structural and endlessly mutable. Using this concept as a point of departure, the exhibition presents the work of contemporary practitioners experimenting with the boundaries of materiality, spatial fluidity, and process. This exhibition was hosted at Western Plains Cultural Centre with UNSW Galleries.",2023-10-15,,,Pliable Planes: Expanded Textiles & Fibre Practices,https://www.artdesign.unsw.edu.au/unsw-galleries/pliable-planes-expanded-textiles-fibre-practices,2023-08-05,Exhibition,
UNSW_GALLERIES_Ex_00120,The exhibition and accompanying program of workshops celebrates design and making practices as a vital form of cultural knowledge in First Nations Communities across Australia. The project considers the ongoing importance of preserving material culture and renewing cultural practices; connections with Country; Community consultation and collaboration; and intergenerational knowledge exchange. This exhibition was hosted at UNSW Galleries.,2023-07-30,,,Barangga: First Nations Design,https://www.artdesign.unsw.edu.au/unsw-galleries/barangga-first-nations-design,2023-06-17,Exhibition,
UNSW_GALLERIES_Ex_00121,"‘A MURRIALITY’ is the first survey of renowned Waanyi artist Gordon Hookey, charting three decades of practice where artmaking and activism fuse. This exhibition was hosted at Hervey Bay Regional Gallery with UNSW Galleries.",2023-08-20,,,Gordon Hookey: A MURRIALITY,https://www.artdesign.unsw.edu.au/unsw-galleries/gordon-hookey-murriality-2,2023-06-09,Exhibition,
UNSW_GALLERIES_Ex_00122,"‘Turrangka…in the shadows’ surveys a decade of Tylor’s practice and, for the first time, brings together the most comprehensive selection of his unique daguerreotypes, expansive digital photographic series, hand-made Kaurna cultural objects, and furniture. The exhibition title is drawn from a Kaurna word, highlighting a significant ongoing aspect of Tylor’s practice: the learning and sharing of his Indigenous language. As well as shadow, turra also translates to reflection, image, and mirror. This exhibition was hosted at UNSW Galleries.",2023-07-30,,,James Tylor: Turrangka...in the shadows,https://www.artdesign.unsw.edu.au/unsw-galleries/james-tylor,2023-05-12,Exhibition,
UNSW_GALLERIES_Ex_00123,"Zanny Begg is an Australian artist and filmmaker interested in contested histories. ‘These Stories Will Be Different’ brings together three of the artist's most significant video installations, including The City of Ladies (with Elise McLeod) 2017, The Beehive 2018, and Stories of Kannagi 2019. Between them, these works reimagine a medieval feminist utopia, probe the unsolved murder of a high-profile anti-gentrification campaigner and explore the connections between love, loss, and language in diasporic communities. This exhibition was hosted at Swan Hill Regional Gallery with UNSW Galleries.",2023-06-12,,,Zanny Begg: These Stories Will be Different,https://www.artdesign.unsw.edu.au/unsw-galleries/zanny-begg-these-stories-will-be-different-5,2023-04-29,Exhibition,
UNSW_GALLERIES_Ex_00124,"‘exploring giant molecules’ is the largest exhibition to date of Australian artist Sandra Selig, bringing together key examples of her interdisciplinary projects from the past two decades. This exhibition was hosted at NorthSite Contemporary Arts, Cairns with UNSW Galleries.",2023-06-17,,,Sandra Selig: exploring giant molecules,https://www.artdesign.unsw.edu.au/unsw-galleries/sandra-selig-exploring-giant-molecules,2023-04-28,Exhibition,
UNSW_GALLERIES_Ex_00125,"‘Provenance’ is Renee So’s first major exhibition in Australia and continues a commitment to survey exhibitions that present the practices of Australia’s most exciting and innovative mid-career artists. This exhibition presents over a decade of Renee So’s artmaking and features a series of newly commissioned works. Brought together for the first time in Australia, where she grew up after migrating with her family from Hong Kong at a young age, the exhibition constructs one narrative among many through So’s evolving practice. This exhibition was hosted at Monash University Museum of Art with UNSW Galleries.",2023-07-08,,,Renee So: Provenance,https://www.artdesign.unsw.edu.au/unsw-galleries/renee-so-provenance-1,2023-04-27,Exhibition,
UNSW_GALLERIES_Ex_00126,"This first comprehensive survey of Tilden’s career includes historical and contemporary works loaned from numerous public and private collections. Tilden has reinterpreted previous work to create new forms that expand on her preoccupations with value, mechanical movement, and industrial and architectural uses of glass, translating something of the macro immensity of the built and material world to the intimacy of the jewellery object. This exhibition was hosted at UNSW Galleries.",2023-06-04,,,Blanche Tilden—ripple effect: a 25 year survey,https://www.artdesign.unsw.edu.au/unsw-galleries/blanche-tilden-ripple-effect,2023-04-01,Exhibition,
UNSW_GALLERIES_Ex_00127,"‘A MURRIALITY’ is the first survey of renowned Waanyi artist Gordon Hookey, charting three decades of practice where artmaking and activism fuse. This exhibition was hosted at Caboolture Regional Gallery with UNSW Galleries.",2023-04-29,,,Gordon Hookey: A MURRIALITY,https://www.artdesign.unsw.edu.au/unsw-galleries/gordon-hookey-murriality-1,2023-03-11,Exhibition,
UNSW_GALLERIES_Ex_00128,"This collaborative project by Australian weaver Liz Williamson explores local colour, cultural connections, and shared weaving traditions. It extends from Williamson’s research into experiments with Australian natural dye plants and unique colours extracted from locally sourced plants. The project features 100 panels woven by Williamson with fabric dyed by 60 collaborators with over 50 eucalypts species identified and sourced from over 50 locations. This exhibition was hosted at Ararat Gallery – Textile Art Museum Australia with UNSW Galleries.",2023-06-18,,,Liz Williamson: Weaving Eucalypts Project,https://www.artdesign.unsw.edu.au/unsw-galleries/liz-williamson-weaving-eucalypts-project-2,2023-03-04,Exhibition,
UNSW_GALLERIES_Ex_00129,"‘Pliable Planes: Expanded Textiles & Fibre Practices’ is a major exhibition drawing together practitioners who reimagine practices in textiles and fibre art. The project takes its title from a 1957 essay by Bauhaus artist Anni Albers that sought to rethink the use of weaving through an architectural lens and interpret textiles as fundamentally structural and endlessly mutable. Using this concept as a point of departure, the exhibition presents the work of contemporary practitioners experimenting with the boundaries of materiality, spatial fluidity, and process. This exhibition was hosted at Art Gallery of Ballarat, VIC with UNSW Galleries.",2023-04-30,,,Pliable Planes: Expanded Textiles & Fibre Practices,https://www.artdesign.unsw.edu.au/unsw-galleries/pliable-planes-tour,2023-03-04,Exhibition,
UNSW_GALLERIES_Ex_00130,"UNSW Galleries, the National Art School and Sydney WorldPride present Eulogy for the Dyke Bar, an installation and participatory project by American artist Macon Reed. The installation is a sculptural environment and memorial to bygone dyke bars—an increasingly rare component of the queer cultural landscape. It is created using ephemeral materials and features archival material of now-vanished lesbian nights, parties, and bars in Sydney. This exhibition was hosted at National Art School Café with UNSW Galleries.",2023-03-04,,,Macon Reed: Eulogy for the Dyke Bar,https://www.artdesign.unsw.edu.au/unsw-galleries/eulogy-for-the-dyke-bar,2023-02-17,Exhibition,
UNSW_GALLERIES_Ex_00131,"Zanny Begg is an Australian artist and filmmaker interested in contested histories. ‘These Stories Will Be Different’ brings together three of the artist's most significant video installations, including The City of Ladies (with Elise McLeod) 2017, The Beehive 2018, and Stories of Kannagi 2019. Between them, these works reimagine a medieval feminist utopia, probe the unsolved murder of a high-profile anti-gentrification campaigner and explore the connections between love, loss, and language in diasporic communities. This exhibition was hosted at Tamworth Regional Gallery with UNSW Galleries.",2023-04-02,,,Zanny Begg: These Stories Will be Different,https://www.artdesign.unsw.edu.au/unsw-galleries/zanny-begg-these-stories-will-be-different-4,2023-02-11,Exhibition,
UNSW_GALLERIES_Ex_00132,"Building on the capacity of glass to both hold and reflect light, Loughlin’s characteristically minimalist glass works contain a startling spectrum of colour and detail, subtly changing colour tone in response to the surrounding environment. While glass is undoubtedly Loughlin’s material, her subject is more intangible: seeing, experiencing, and reflecting on the world around us, with each piece forming a poetic statement about the nature of perception. This exhibition was hosted at UNSW Galleries.",2023-03-19,,,Jessica Loughlin: of light,https://www.artdesign.unsw.edu.au/unsw-galleries/jessica-loughlin,2023-01-14,Exhibition,
UNSW_GALLERIES_Ex_00133,"UNSW Galleries and Sydney WorldPride present THE PARTY, a landmark exhibition celebrating LGBTQI+ party culture in Sydney from 1973 to 2002. THE PARTY takes its name from the pioneering 1981 warehouse party by The Organisers and tracks the development of the dance party – from early Gay Liberation dances and fundraisers at the Paddington Town Hall to larger productions in warehouses and at the former Sydney Showgrounds. These include the influential Recreational Arts Team (RAT) parties, Mardi Gras, Sleaze Ball, Sweatbox, and Inquisition, alongside alternative party spaces such as Sodom, Fanny Palace, Homo Eclectus, and Sex and Subculture. The exhibition also includes rarely-seen material documenting the early bars and nightclubs Stranded, Patchs and Ruby Reds. This exhibition was hosted at UNSW Galleries.",2023-04-23,,,THE PARTY,https://www.artdesign.unsw.edu.au/unsw-galleries/party,2023-01-14,Exhibition,
UNSW_GALLERIES_Ex_00134,"This collaborative project by Australian weaver Liz Williamson explores local colour, cultural connections, and shared weaving traditions. It extends from Williamson’s research into experiments with Australian natural dye plants and unique colours extracted from locally sourced plants. The project features 100 panels woven by Williamson with fabric dyed by 60 collaborators with over 50 eucalypts species identified and sourced from over 50 locations. This exhibition was hosted at Performance Arts Culture Cessnock with UNSW Galleries.",2024-02-11,,,Liz Williamson: Weaving Eucalypts Project,https://www.artdesign.unsw.edu.au/unsw-galleries/liz-williamson-weaving-eucalypts-project-1,2023-12-15,Exhibition,
UNSW_GALLERIES_Ex_00135,"Zanny Begg is an Australian artist and filmmaker interested in contested histories. ‘These Stories Will Be Different’ brings together three of the artist's most significant video installations, including The City of Ladies (with Elise McLeod) 2017, The Beehive 2018, and Stories of Kannagi 2019. Between them, these works reimagine a medieval feminist utopia, probe the unsolved murder of a high-profile anti-gentrification campaigner and explore the connections between love, loss, and language in diasporic communities. This exhibition was hosted at Goldfields Art Centre with UNSW Galleries.",2023-02-02,,,Zanny Begg: These Stories Will be Different,https://www.artdesign.unsw.edu.au/unsw-galleries/zanny-begg-these-stories-will-be-different-8,2023-11-24,Exhibition,
UNSW_GALLERIES_Ex_00136,"‘Pliable Planes: Expanded Textiles & Fibre Practices’ is a major exhibition drawing together practitioners who reimagine practices in textiles and fibre art. The project takes its title from a 1957 essay by Bauhaus artist Anni Albers that sought to rethink the use of weaving through an architectural lens and interpret textiles as fundamentally structural and endlessly mutable. Using this concept as a point of departure, the exhibition presents the work of contemporary practitioners experimenting with the boundaries of materiality, spatial fluidity, and process. This exhibition was hosted at Fremantle Arts Centre with UNSW Galleries.",2023-01-28,,,Pliable Planes: Expanded Textiles & Fibre Practices,https://www.artdesign.unsw.edu.au/unsw-galleries/pliable-planes-expanded-textiles-fibre-practices-0,2023-11-03,Exhibition,
UNSW_GALLERIES_Ex_00137,"‘Lithic Bodies’ assembles processes, materials, and narratives generated in response to the extinction line and its associated material conditions and temporalities. This exploration ranges from the intimate scale of fossilised leaves to filmic depictions of the sandstone escarpment and its ecologies. The installation features sculpture, image, and video made in relation to the terrains of the Illawarra, as well as from geologic artefacts held in the palaeobotanical archives of the Australian Museum. The exhibition is accompanied by interdisciplinary place-based walks and a public program held at the Clifton School of Art, Clifton. This exhibition was hosted at UNSW Galleries.",2024-11-24,,,Bianca Hester: Lithic Bodies,https://www.artdesign.unsw.edu.au/unsw-galleries/bianca-hester-lithic-bodies,2024-09-27,Exhibition,
UNSW_GALLERIES_Ex_00138,"‘Eye Lash Horizon’ marks the first comprehensive survey of the concepts, media, and preoccupations that have shaped the practice of Sydney-based artist Sarah Contos over two decades. The exhibition offers a kaleidoscopic view of the human condition through four immersive installations based loosely on the brain, womb, belly, and soul. This exhibition was hosted at UNSW Galleries.",2024-11-24,,,Sarah Contos: Eye Lash Horizon,https://www.artdesign.unsw.edu.au/unsw-galleries/sarah-contos-eye-lash-horizon,2024-09-27,Exhibition,
UNSW_GALLERIES_Ex_00139,"Zanny Begg is an Australian artist and filmmaker interested in contested histories. ‘These Stories Will Be Different’ brings together three of the artist's most significant video installations, including The City of Ladies (with Elise McLeod) 2017, The Beehive 2018, and Stories of Kannagi 2019. Between them, these works reimagine a medieval feminist utopia, probe the unsolved murder of a high-profile anti-gentrification campaigner and explore the connections between love, loss, and language in diasporic communities. This exhibition was hosted at University of the Sunshine Coast Art Gallery with UNSW Galleries.",2024-10-26,,,Zanny Begg: These Stories Will be Different,https://www.artdesign.unsw.edu.au/unsw-galleries/zanny-begg-these-stories-will-be-different-9,2024-08-17,Exhibition,
UNSW_GALLERIES_Ex_00140,"‘Pliable Planes: Expanded Textiles & Fibre Practices’ is a major exhibition drawing together practitioners who reimagine practices in textiles and fibre art. The project takes its title from a 1957 essay by Bauhaus artist Anni Albers that sought to rethink the use of weaving through an architectural lens and interpret textiles as fundamentally structural and endlessly mutable. Using this concept as a point of departure, the exhibition presents the work of contemporary practitioners experimenting with the boundaries of materiality, spatial fluidity, and process. This exhibition was hosted at Grafton Regional Gallery with UNSW Galleries.",2024-09-15,,,Pliable Planes: Expanded Textiles & Fibre Practices,https://www.artdesign.unsw.edu.au/unsw-galleries/pliable-planes-expanded-textiles-fibre-practices-2,2024-07-20,Exhibition,
UNSW_GALLERIES_Ex_00141,"The exhibition title comes from Annie Ernaux’s book Les Années (The Years) 2008. The writer uses descriptions of photographs to frame an account of her life and place with the larger narrative of French history and culture. Ernaux writes: “The distance that separates past from present can be measured, perhaps, by the light that spills across the ground between shadows, slips over faces, outlines the folds of a dress—by the twilight clarity of a black-and-white photo, no matter what time it is taken.” This exhibition was hosted at UNSW Galleries.",2024-09-08,,,Lillian O’Neil: The light that spills across the ground between shadows,https://www.artdesign.unsw.edu.au/unsw-galleries/lillian-oneil-the-light-that-spills,2024-06-28,Exhibition,
UNSW_GALLERIES_Ex_00142,"Working across sculpture, video, and installation, Lisa Sammut’s practice oscillates between notions of cosmic perspective, belonging, connection, and time. ‘How the earth will approach you’ brings together recent works that explore the cosmos as a framework for understanding the dynamics, relations, and dimensions of our personal and social worlds. This exhibition was hosted at UNSW Galleries.",2024-11-17,,,Lisa Sammut: How the earth will approach you,https://www.artdesign.unsw.edu.au/unsw-galleries/lisa-sammut-how-the-earth,2024-06-28,Exhibition,
